sample_idx,method,y_true,y_pred,pred_confidence,comparison_valid,dice,alignment_score,alignment_grade,edge_focus,threshold,threshold_policy,xai_coverage,clinical_coverage,coverage_delta
19679,GradCAM,2,2,0.9999998807907104,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.05442176870748299,0.05442176870748299
19679,IntegratedGradients,2,2,0.9999998807907104,True,0.7692307692307693,0.5494505494505495,moderate,0.2857142857142857,0.3704780042171478,clinical_coverage,0.047619047619047616,0.05442176870748299,0.006802721088435375
19778,SHAP,2,2,0.9999970197677612,True,0.7619047619047619,0.7619047619047619,strong,0.0,0.4583139419555664,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19778,GradCAM,2,2,0.9999970197677612,True,0.8571428571428571,0.8571428571428571,strong,0.0,0.49841803312301636,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19778,IntegratedGradients,2,2,0.9999970197677612,True,0.6190476190476191,0.6190476190476191,moderate,0.0,0.6368821859359741,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19834,SHAP,2,2,0.9999994039535522,True,0.45,0.40714285714285714,weak,0.09523809523809523,0.6099716424942017,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19834,GradCAM,2,2,0.9999994039535522,True,0.5714285714285714,0.5714285714285714,moderate,0.0,0.633231520652771,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19834,IntegratedGradients,2,2,0.9999994039535522,True,0.55,0.4976190476190477,weak,0.09523809523809523,0.8162685632705688,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19868,SHAP,2,2,0.9999994039535522,True,0.975609756097561,0.975609756097561,strong,0.0,0.24034911394119263,clinical_coverage,0.1360544217687075,0.14285714285714285,0.006802721088435354
19868,GradCAM,2,2,0.9999994039535522,True,0.7142857142857143,0.7142857142857143,moderate,0.0,0.6698716282844543,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19868,IntegratedGradients,2,2,0.9999994039535522,True,0.8292682926829268,0.7538802660753879,strong,0.09090909090909091,0.34060415625572205,clinical_coverage,0.14965986394557823,0.14285714285714285,0.006802721088435382
19872,SHAP,2,2,1.0,True,0.7567567567567568,0.7567567567567568,strong,0.0,0.5994589328765869,clinical_coverage,0.1292517006802721,0.12244897959183673,0.006802721088435382
19872,GradCAM,2,2,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.12244897959183673,0.12244897959183673
19872,IntegratedGradients,2,2,1.0,True,0.0,0.0,minimal,0.1111111111111111,0.6575500965118408,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
19888,SHAP,2,2,0.9999959468841553,True,0.47619047619047616,0.47619047619047616,weak,0.0,0.897381067276001,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19888,GradCAM,2,2,0.9999959468841553,True,0.8571428571428571,0.8571428571428571,strong,0.0,0.3010968565940857,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19888,IntegratedGradients,2,2,0.9999959468841553,True,0.9047619047619048,0.9047619047619048,strong,0.0,0.33950966596603394,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19971,SHAP,2,2,0.999996542930603,True,0.9523809523809523,0.9523809523809523,strong,0.0,0.3469599187374115,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19971,GradCAM,2,2,0.999996542930603,True,0.8571428571428571,0.8571428571428571,strong,0.0,0.39005452394485474,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
19971,IntegratedGradients,2,2,0.999996542930603,True,0.975609756097561,0.975609756097561,strong,0.0,0.4520031809806824,clinical_coverage,0.1360544217687075,0.14285714285714285,0.006802721088435354
20019,SHAP,2,2,0.9999997615814209,True,0.95,0.95,strong,0.0,0.3193713426589966,clinical_coverage,0.1292517006802721,0.14285714285714285,0.013605442176870736
20019,GradCAM,2,2,0.9999997615814209,True,0.5714285714285714,0.5714285714285714,moderate,0.0,0.7476504445075989,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
20019,IntegratedGradients,2,2,0.9999997615814209,True,0.9523809523809523,0.9523809523809523,strong,0.0,0.284962922334671,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
20134,SHAP,3,3,0.9997798800468445,True,0.9411764705882353,0.9411764705882353,strong,0.0,0.5685513019561768,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20134,GradCAM,3,3,0.9997798800468445,True,0.2727272727272727,0.2727272727272727,weak,0.0,0.9854323267936707,clinical_coverage,0.034013605442176874,0.11564625850340136,0.0816326530612245
20134,IntegratedGradients,3,3,0.9997798800468445,True,0.9411764705882353,0.9411764705882353,strong,0.0,0.2723935842514038,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20136,SHAP,3,3,0.9186018705368042,True,0.6666666666666666,0.6666666666666666,moderate,0.0,0.3047749102115631,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
20136,GradCAM,3,3,0.9186018705368042,True,0.4583333333333333,0.4583333333333333,weak,0.0,0.35286661982536316,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
20136,IntegratedGradients,3,3,0.9186018705368042,True,0.75,0.6923076923076923,moderate,0.07692307692307693,0.3027978241443634,clinical_coverage,0.17687074829931973,0.16326530612244897,0.013605442176870763
20138,SHAP,3,3,0.9999055862426758,True,0.8823529411764706,0.8823529411764706,strong,0.0,0.5557818412780762,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20138,GradCAM,3,3,0.9999055862426758,True,0.0,0.0,minimal,0.0,1.0,clinical_coverage,0.4013605442176871,0.11564625850340136,0.2857142857142857
20138,IntegratedGradients,3,3,0.9999055862426758,True,1.0,1.0,strong,0.0,0.2933339476585388,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20141,SHAP,3,3,0.9999797344207764,True,0.9411764705882353,0.9411764705882353,strong,0.0,0.36343950033187866,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20141,GradCAM,3,3,0.9999797344207764,True,0.0,0.0,minimal,0.0,0.8924170732498169,clinical_coverage,0.05442176870748299,0.11564625850340136,0.06122448979591837
20141,IntegratedGradients,3,3,0.9999797344207764,True,1.0,1.0,strong,0.0,0.3207583725452423,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20157,SHAP,3,3,0.9984003901481628,True,0.92,0.92,strong,0.0,0.4067980647087097,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20157,GradCAM,3,3,0.9984003901481628,True,0.48,0.48,weak,0.0,0.6061526536941528,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20157,IntegratedGradients,3,3,0.9984003901481628,True,0.88,0.8148148148148148,strong,0.07407407407407407,0.30186033248901367,clinical_coverage,0.1836734693877551,0.17006802721088435,0.013605442176870763
20170,SHAP,3,3,0.9791825413703918,True,0.9411764705882353,0.9411764705882353,strong,0.0,0.40099701285362244,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20170,GradCAM,3,3,0.9791825413703918,True,0.6060606060606061,0.6060606060606061,moderate,0.0,0.3107941746711731,clinical_coverage,0.10884353741496598,0.11564625850340136,0.006802721088435382
20170,IntegratedGradients,3,3,0.9791825413703918,True,0.75,0.6617647058823529,moderate,0.11764705882352941,0.5504837036132812,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20186,SHAP,3,4,0.8508793115615845,True,0.8484848484848485,0.7985739750445633,strong,0.058823529411764705,0.5595241189002991,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20186,GradCAM,3,4,0.8508793115615845,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.11564625850340136,0.11564625850340136
20186,IntegratedGradients,3,4,0.8508793115615845,True,0.6470588235294118,0.6470588235294118,moderate,0.0,0.7799717783927917,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20192,SHAP,3,3,0.9998345375061035,True,0.9411764705882353,0.9411764705882353,strong,0.0,0.5539759993553162,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20192,GradCAM,3,3,0.9998345375061035,True,0.0,0.0,minimal,0.0,0.9999998807907104,clinical_coverage,0.04081632653061224,0.11564625850340136,0.07482993197278912
20192,IntegratedGradients,3,3,0.9998345375061035,True,1.0,1.0,strong,0.0,0.3837704062461853,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20207,SHAP,3,3,0.964363694190979,True,0.6666666666666666,0.6133333333333333,moderate,0.08,0.41899964213371277,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20207,GradCAM,3,3,0.964363694190979,True,0.56,0.56,moderate,0.0,0.7276844382286072,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20207,IntegratedGradients,3,3,0.964363694190979,True,0.7083333333333334,0.6516666666666667,moderate,0.08,0.271524578332901,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20208,SHAP,3,3,0.9096708297729492,True,0.7906976744186046,0.7906976744186046,strong,0.0,0.326230525970459,clinical_coverage,0.14965986394557823,0.14285714285714285,0.006802721088435382
20208,GradCAM,3,3,0.9096708297729492,True,0.2857142857142857,0.2857142857142857,weak,0.0,0.4579184055328369,clinical_coverage,0.14285714285714285,0.14285714285714285,0.0
20208,IntegratedGradients,3,3,0.9096708297729492,True,0.85,0.85,strong,0.0,0.14900058507919312,clinical_coverage,0.1292517006802721,0.14285714285714285,0.013605442176870736
20210,SHAP,3,3,0.9889909029006958,True,0.85,0.85,strong,0.0,0.28621479868888855,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
20210,GradCAM,3,3,0.9889909029006958,True,0.8,0.8,strong,0.0,0.4788655936717987,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
20210,IntegratedGradients,3,3,0.9889909029006958,True,0.8421052631578947,0.7578947368421053,strong,0.1,0.31078869104385376,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
20218,SHAP,3,3,0.9843429327011108,True,0.8823529411764706,0.8823529411764706,strong,0.0,0.545012891292572,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20218,GradCAM,3,3,0.9843429327011108,True,0.42857142857142855,0.42857142857142855,weak,0.0,0.7797954678535461,clinical_coverage,0.07482993197278912,0.11564625850340136,0.04081632653061225
20218,IntegratedGradients,3,3,0.9843429327011108,True,0.9411764705882353,0.9411764705882353,strong,0.0,0.3047581911087036,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20219,SHAP,3,3,0.7861872911453247,True,0.9411764705882353,0.9411764705882353,strong,0.0,0.5034144520759583,clinical_coverage,0.10884353741496598,0.12244897959183673,0.01360544217687075
20219,GradCAM,3,3,0.7861872911453247,True,0.6470588235294118,0.6470588235294118,moderate,0.0,0.3304983973503113,clinical_coverage,0.10884353741496598,0.12244897959183673,0.01360544217687075
20219,IntegratedGradients,3,3,0.7861872911453247,True,0.7058823529411765,0.6274509803921569,moderate,0.1111111111111111,0.5122160315513611,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
20220,SHAP,3,3,0.9796762466430664,True,0.7317073170731707,0.7317073170731707,moderate,0.0,0.3601329028606415,clinical_coverage,0.14285714285714285,0.1360544217687075,0.006802721088435354
20220,GradCAM,3,3,0.9796762466430664,True,0.631578947368421,0.631578947368421,moderate,0.0,0.24015989899635315,clinical_coverage,0.12244897959183673,0.1360544217687075,0.013605442176870763
20220,IntegratedGradients,3,3,0.9796762466430664,True,0.7368421052631579,0.6631578947368421,moderate,0.1,0.42156246304512024,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
20239,SHAP,3,3,0.9992585778236389,True,1.0,1.0,strong,0.0,0.4210280478000641,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20239,GradCAM,3,3,0.9992585778236389,True,0.0,0.0,minimal,0.0,0.7867498993873596,clinical_coverage,0.3877551020408163,0.11564625850340136,0.27210884353741494
20239,IntegratedGradients,3,3,0.9992585778236389,True,0.9411764705882353,0.9411764705882353,strong,0.0,0.3349806070327759,clinical_coverage,0.11564625850340136,0.11564625850340136,0.0
20249,SHAP,3,3,0.9975720047950745,True,0.8947368421052632,0.8947368421052632,strong,0.0,0.29116782546043396,clinical_coverage,0.12244897959183673,0.1360544217687075,0.013605442176870763
20249,GradCAM,3,3,0.9975720047950745,True,0.75,0.75,strong,0.0,0.7317436933517456,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
20249,IntegratedGradients,3,3,0.9975720047950745,True,0.85,0.85,strong,0.0,0.2510004937648773,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
20250,SHAP,3,3,0.9869677424430847,True,0.9,0.9,strong,0.0,0.38567468523979187,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
20250,GradCAM,3,3,0.9869677424430847,True,0.0,0.0,minimal,0.0,1.0,clinical_coverage,0.36054421768707484,0.1360544217687075,0.22448979591836735
20250,IntegratedGradients,3,3,0.9869677424430847,True,0.85,0.85,strong,0.0,0.22145557403564453,clinical_coverage,0.1360544217687075,0.1360544217687075,0.0
20276,SHAP,3,3,0.9978680610656738,True,0.9696969696969697,0.9696969696969697,strong,0.0,0.4016318619251251,clinical_coverage,0.10884353741496598,0.11564625850340136,0.006802721088435382
20276,GradCAM,3,3,0.9978680610656738,True,0.5333333333333333,0.5333333333333333,moderate,0.0,0.5105147361755371,clinical_coverage,0.08843537414965986,0.11564625850340136,0.0272108843537415
20276,IntegratedGradients,3,3,0.9978680610656738,True,0.8235294117647058,0.7368421052631579,moderate,0.10526315789473684,0.3972206115722656,clinical_coverage,0.1292517006802721,0.11564625850340136,0.01360544217687075
20277,SHAP,3,1,0.749553918838501,True,0.7894736842105263,0.7894736842105263,strong,0.0,0.2983487844467163,clinical_coverage,0.1292517006802721,0.1292517006802721,0.0
20277,GradCAM,3,1,0.749553918838501,True,0.6486486486486487,0.6486486486486487,moderate,0.0,0.40314480662345886,clinical_coverage,0.12244897959183673,0.1292517006802721,0.006802721088435382
20277,IntegratedGradients,3,1,0.749553918838501,True,0.7894736842105263,0.7894736842105263,strong,0.0,0.28126245737075806,clinical_coverage,0.1292517006802721,0.1292517006802721,0.0
20280,SHAP,3,3,0.8306187391281128,True,0.8888888888888888,0.8888888888888888,strong,0.0,0.4215901494026184,clinical_coverage,0.11564625850340136,0.1292517006802721,0.01360544217687075
20280,GradCAM,3,3,0.8306187391281128,True,0.55,0.55,moderate,0.0,0.38512033224105835,clinical_coverage,0.14285714285714285,0.1292517006802721,0.013605442176870736
20280,IntegratedGradients,3,3,0.8306187391281128,True,0.8571428571428571,0.7619047619047619,strong,0.1111111111111111,0.5494092106819153,clinical_coverage,0.12244897959183673,0.1292517006802721,0.006802721088435382
20320,SHAP,4,4,0.9944962859153748,True,0.72,0.72,moderate,0.0,0.27784067392349243,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20320,GradCAM,4,4,0.9944962859153748,True,0.64,0.64,moderate,0.0,0.6639865040779114,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20320,IntegratedGradients,4,4,0.9944962859153748,True,0.76,0.76,strong,0.0,0.3495766520500183,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20428,SHAP,4,4,0.9999886751174927,True,0.64,0.64,moderate,0.0,0.38615497946739197,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20428,GradCAM,4,4,0.9999886751174927,True,0.56,0.56,moderate,0.0,0.5796805620193481,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20428,IntegratedGradients,4,4,0.9999886751174927,True,0.68,0.68,moderate,0.0,0.46009930968284607,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20454,SHAP,4,4,0.999994158744812,True,0.6,0.6,moderate,0.0,0.41853952407836914,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20454,GradCAM,4,4,0.999994158744812,True,0.52,0.52,moderate,0.0,0.6074560284614563,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20454,IntegratedGradients,4,4,0.999994158744812,True,0.56,0.56,moderate,0.0,0.6951838135719299,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20484,SHAP,4,4,0.9999998807907104,True,0.6,0.6,moderate,0.0,0.47326579689979553,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20484,GradCAM,4,4,0.9999998807907104,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.17006802721088435,0.17006802721088435
20484,IntegratedGradients,4,4,0.9999998807907104,True,0.48,0.48,weak,0.0,0.7201706767082214,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20551,SHAP,4,4,0.9999998807907104,True,0.72,0.72,moderate,0.0,0.24994048476219177,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20551,GradCAM,4,4,0.9999998807907104,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.17006802721088435,0.17006802721088435
20551,IntegratedGradients,4,4,0.9999998807907104,True,0.72,0.72,moderate,0.0,0.42246758937835693,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
20797,SHAP,4,4,0.9999997615814209,True,0.875,0.875,strong,0.0,0.12067203223705292,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
20797,GradCAM,4,4,0.9999997615814209,True,0.4583333333333333,0.4583333333333333,weak,0.0,0.5228630304336548,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
20797,IntegratedGradients,4,4,0.9999997615814209,True,0.7916666666666666,0.7916666666666666,strong,0.0,0.2102838009595871,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
20819,SHAP,4,4,0.9999998807907104,True,0.8260869565217391,0.8260869565217391,strong,0.0,0.11947181075811386,clinical_coverage,0.1564625850340136,0.1564625850340136,0.0
20819,GradCAM,4,4,0.9999998807907104,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.1564625850340136,0.1564625850340136
20819,IntegratedGradients,4,4,0.9999998807907104,True,0.8260869565217391,0.8260869565217391,strong,0.0,0.15016506612300873,clinical_coverage,0.1564625850340136,0.1564625850340136,0.0
20932,SHAP,4,4,0.9999996423721313,True,0.75,0.75,strong,0.0,0.26305776834487915,clinical_coverage,0.17006802721088435,0.1564625850340136,0.013605442176870736
20932,GradCAM,4,4,0.9999996423721313,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.1564625850340136,0.1564625850340136
20932,IntegratedGradients,4,4,0.9999996423721313,True,0.7391304347826086,0.7391304347826086,moderate,0.0,0.47829824686050415,clinical_coverage,0.1564625850340136,0.1564625850340136,0.0
20936,SHAP,4,4,0.9999997615814209,True,0.8260869565217391,0.8260869565217391,strong,0.0,0.18716976046562195,clinical_coverage,0.1564625850340136,0.1564625850340136,0.0
20936,GradCAM,4,4,0.9999997615814209,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.1564625850340136,0.1564625850340136
20936,IntegratedGradients,4,4,0.9999997615814209,True,0.8260869565217391,0.8260869565217391,strong,0.0,0.14723722636699677,clinical_coverage,0.1564625850340136,0.1564625850340136,0.0
20951,SHAP,4,4,0.9999992847442627,True,0.875,0.875,strong,0.0,0.08697035908699036,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
20951,GradCAM,4,4,0.9999992847442627,True,0.8292682926829268,0.8292682926829268,strong,0.0,0.25538572669029236,clinical_coverage,0.11564625850340136,0.16326530612244897,0.0476190476190476
20951,IntegratedGradients,4,4,0.9999992847442627,True,0.7916666666666666,0.7916666666666666,strong,0.0,0.13204900920391083,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
21026,SHAP,4,4,1.0,True,0.8260869565217391,0.8260869565217391,strong,0.0,0.15636561810970306,clinical_coverage,0.14965986394557823,0.16326530612244897,0.013605442176870736
21026,GradCAM,4,4,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.16326530612244897,0.16326530612244897
21026,IntegratedGradients,4,4,1.0,True,0.7916666666666666,0.7916666666666666,strong,0.0,0.21359914541244507,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
21087,SHAP,4,4,0.9999992847442627,True,0.5517241379310345,0.5517241379310345,moderate,0.0,0.3551115095615387,clinical_coverage,0.19727891156462585,0.19727891156462585,0.0
21087,GradCAM,4,4,0.9999992847442627,True,0.2413793103448276,0.2413793103448276,minimal,0.0,0.709648609161377,clinical_coverage,0.19727891156462585,0.19727891156462585,0.0
21087,IntegratedGradients,4,4,0.9999992847442627,True,0.49122807017543857,0.47428917120387176,weak,0.034482758620689655,0.6197828054428101,clinical_coverage,0.19727891156462585,0.19727891156462585,0.0
21169,SHAP,4,4,0.9999998807907104,True,0.7307692307692307,0.7307692307692307,moderate,0.0,0.13531988859176636,clinical_coverage,0.1836734693877551,0.17006802721088435,0.013605442176870763
21169,GradCAM,4,4,0.9999998807907104,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.17006802721088435,0.17006802721088435
21169,IntegratedGradients,4,4,0.9999998807907104,True,0.76,0.76,strong,0.0,0.12719078361988068,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
21342,SHAP,4,4,1.0,True,0.8695652173913043,0.8695652173913043,strong,0.0,0.16203363239765167,clinical_coverage,0.14965986394557823,0.16326530612244897,0.013605442176870736
21342,GradCAM,4,4,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.16326530612244897,0.16326530612244897
21342,IntegratedGradients,4,4,1.0,True,0.7916666666666666,0.7916666666666666,strong,0.0,0.1854327768087387,clinical_coverage,0.16326530612244897,0.16326530612244897,0.0
21403,SHAP,4,4,0.999998927116394,True,0.6,0.6,moderate,0.0,0.4671376943588257,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
21403,GradCAM,4,4,0.999998927116394,True,0.48,0.48,weak,0.0,0.6482043266296387,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
21403,IntegratedGradients,4,4,0.999998927116394,True,0.56,0.56,moderate,0.0,0.6316781044006348,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
21444,SHAP,4,4,0.9999997615814209,True,0.68,0.68,moderate,0.0,0.3265107274055481,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
21444,GradCAM,4,4,0.9999997615814209,True,0.72,0.72,moderate,0.0,0.7783693075180054,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
21444,IntegratedGradients,4,4,0.9999997615814209,True,0.68,0.68,moderate,0.0,0.3410421907901764,clinical_coverage,0.17006802721088435,0.17006802721088435,0.0
21522,SHAP,4,4,0.999996542930603,True,0.7027027027027027,0.7027027027027027,moderate,0.0,0.5773470997810364,clinical_coverage,0.1292517006802721,0.12244897959183673,0.006802721088435382
21522,GradCAM,4,4,0.999996542930603,True,0.0,0.0,minimal,0.0,0.4871513545513153,clinical_coverage,0.12244897959183673,0.12244897959183673,0.0
21522,IntegratedGradients,4,4,0.999996542930603,True,0.8484848484848485,0.7486631016042781,moderate,0.11764705882352941,0.6340240836143494,clinical_coverage,0.11564625850340136,0.12244897959183673,0.006802721088435368
21531,SHAP,4,4,0.9999998807907104,True,0.7407407407407407,0.7407407407407407,moderate,0.0,0.13940350711345673,clinical_coverage,0.19047619047619047,0.17687074829931973,0.013605442176870736
21531,GradCAM,4,4,0.9999998807907104,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.17687074829931973,0.17687074829931973
21531,IntegratedGradients,4,4,0.9999998807907104,True,0.7307692307692307,0.7307692307692307,moderate,0.0,0.17945608496665955,clinical_coverage,0.17687074829931973,0.17687074829931973,0.0
21584,SHAP,4,4,0.9999127388000488,True,0.8636363636363636,0.8636363636363636,strong,0.0,0.1477554887533188,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
21584,GradCAM,4,4,0.9999127388000488,True,0.5,0.45,weak,0.1,0.7585541009902954,clinical_coverage,0.1360544217687075,0.14965986394557823,0.013605442176870736
21584,IntegratedGradients,4,4,0.9999127388000488,True,0.8837209302325582,0.8837209302325582,strong,0.0,0.1114611029624939,clinical_coverage,0.14285714285714285,0.14965986394557823,0.006802721088435382
21870,SHAP,4,4,1.0,True,0.8636363636363636,0.8636363636363636,strong,0.0,0.11678636819124222,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
21870,GradCAM,4,4,1.0,True,0.0,0.0,minimal,0.0,0.0,clinical_coverage,0.0,0.14965986394557823,0.14965986394557823
21870,IntegratedGradients,4,4,1.0,True,0.8636363636363636,0.8636363636363636,strong,0.0,0.19494815170764923,clinical_coverage,0.14965986394557823,0.14965986394557823,0.0
