sample_idx,true_label,baseline_pred,occluded_pred,flipped_correct_to_wrong
6427,0,0,3,True
6428,0,0,3,True
6429,0,0,0,False
6430,0,0,0,False
6431,0,0,3,True
6432,0,0,3,True
6433,0,0,3,True
6434,0,0,2,True
6435,0,0,3,True
6436,0,0,0,False
6437,0,0,3,True
6438,0,0,0,False
6439,0,0,0,False
6440,0,0,0,False
6441,0,0,0,False
6442,0,0,0,False
6443,0,0,3,True
6444,0,0,0,False
6445,0,0,0,False
6446,0,0,0,False
6447,0,0,0,False
6448,0,0,3,True
6449,0,0,3,True
6450,0,0,0,False
6451,0,0,0,False
6452,0,0,0,False
6453,0,0,0,False
6454,0,0,3,True
6455,0,0,3,True
6456,0,0,3,True
6457,0,0,3,True
6458,0,0,3,True
6459,0,0,3,True
6460,0,0,3,True
6461,0,0,3,True
6462,0,0,1,True
6463,0,0,0,False
6464,0,0,0,False
6465,0,0,0,False
6466,0,0,0,False
6467,0,0,0,False
6468,0,0,3,True
6469,0,0,0,False
6470,0,0,3,True
6471,0,0,3,True
6472,0,0,0,False
6473,0,0,0,False
6474,0,0,0,False
6475,0,0,0,False
6476,0,0,0,False
6477,0,0,0,False
6478,0,0,0,False
6479,0,0,0,False
6480,0,0,3,True
6481,0,0,3,True
6482,0,0,3,True
6483,0,0,3,True
6484,0,0,0,False
6485,0,0,3,True
6486,0,0,0,False
6487,0,0,0,False
6488,0,0,0,False
6489,0,0,0,False
6490,0,0,3,True
6491,0,0,3,True
6492,0,0,0,False
6493,0,0,0,False
6494,0,0,3,True
6495,0,0,3,True
6496,0,0,0,False
6497,0,0,3,True
6498,0,0,0,False
6499,0,0,0,False
6500,0,0,3,True
6501,0,0,3,True
6502,0,0,3,True
6503,0,0,3,True
6504,0,0,3,True
6505,0,0,3,True
6506,0,0,0,False
6507,0,0,3,True
6508,0,0,0,False
6509,0,0,0,False
6510,0,0,0,False
6511,0,0,3,True
6512,0,0,3,True
6513,0,0,3,True
6514,0,0,0,False
6515,0,0,0,False
6516,0,0,0,False
6517,0,0,0,False
6518,0,0,3,True
6519,0,0,3,True
6520,0,0,0,False
6521,0,0,0,False
6522,0,0,0,False
6523,0,0,0,False
6524,0,0,3,True
6525,0,0,0,False
6526,0,0,0,False
6527,0,0,0,False
6528,0,0,0,False
6529,0,0,0,False
6530,0,0,2,True
6531,0,0,0,False
6532,0,0,3,True
6533,0,0,0,False
6534,0,0,0,False
6535,0,0,0,False
6536,0,0,0,False
6537,0,0,3,True
6538,0,0,0,False
6539,0,0,3,True
6540,0,0,0,False
6541,0,0,0,False
6542,0,0,0,False
6543,0,0,0,False
6544,0,0,0,False
6545,0,0,3,True
6546,0,0,0,False
6547,0,0,3,True
6548,0,0,0,False
6549,0,0,3,True
6550,0,0,0,False
6551,0,0,3,True
6552,0,0,3,True
6553,0,0,3,True
6554,0,0,0,False
6555,0,0,3,True
6556,0,0,3,True
6557,0,0,3,True
6558,0,0,0,False
6559,0,0,3,True
6560,0,0,3,True
6561,0,0,0,False
6562,0,0,0,False
6563,0,0,3,True
6564,0,0,0,False
6565,0,0,3,True
6566,0,0,3,True
6567,0,0,0,False
6568,0,0,3,True
6569,0,0,0,False
6570,0,0,0,False
6571,0,0,0,False
6572,0,0,3,True
6573,0,0,3,True
6574,0,0,0,False
6575,0,0,0,False
6576,0,0,0,False
6577,0,0,3,True
6578,0,0,0,False
6579,0,0,0,False
6580,0,0,0,False
6581,0,0,0,False
6582,0,0,0,False
6583,0,0,0,False
6584,0,0,0,False
6585,0,0,3,True
6586,0,0,3,True
6587,0,0,0,False
6588,0,0,0,False
6589,0,0,0,False
6590,0,0,0,False
6591,0,0,0,False
6592,0,0,3,True
6593,0,0,0,False
6594,0,0,0,False
6595,0,0,3,True
6596,0,0,0,False
6597,0,0,3,True
6598,0,0,3,True
6599,0,0,0,False
6600,0,0,3,True
6601,0,0,0,False
6602,0,0,3,True
6603,0,0,0,False
6604,0,0,3,True
6605,0,0,3,True
6606,0,0,3,True
6607,0,0,3,True
6608,0,0,0,False
6609,0,0,3,True
6610,0,0,0,False
6611,0,0,0,False
6612,0,0,0,False
6613,0,0,0,False
6614,0,0,0,False
6615,0,0,0,False
6616,0,0,0,False
6617,0,0,0,False
6618,0,0,3,True
6619,0,0,0,False
6620,0,0,0,False
6621,0,0,3,True
6622,0,0,3,True
6623,0,0,3,True
6624,0,0,3,True
6625,0,0,3,True
6626,0,0,0,False
6627,0,0,3,True
6628,0,0,0,False
6629,0,0,0,False
6630,0,0,3,True
6631,0,0,0,False
6632,0,0,3,True
6633,0,0,2,True
6634,0,0,0,False
6635,0,0,0,False
6636,0,0,0,False
6637,0,0,0,False
6638,0,0,0,False
6639,0,0,0,False
6640,0,0,0,False
6641,0,0,0,False
6642,0,0,0,False
6643,0,0,3,True
6644,0,0,0,False
6645,0,0,0,False
6646,0,0,3,True
6647,0,0,3,True
6648,0,0,0,False
6649,0,0,0,False
6650,0,0,0,False
6651,0,0,0,False
6652,0,0,0,False
6653,0,0,0,False
6654,0,0,0,False
6655,0,0,0,False
6656,0,0,3,True
6657,0,0,0,False
6658,0,0,3,True
6659,0,0,3,True
6660,0,0,3,True
6661,0,0,3,True
6662,0,0,0,False
6663,0,0,0,False
6664,0,0,0,False
6665,0,0,0,False
6666,0,0,0,False
6667,0,0,0,False
6668,0,0,3,True
6669,0,0,3,True
6670,0,0,3,True
6671,0,0,3,True
6672,0,0,0,False
6673,0,0,3,True
6674,0,0,0,False
6675,0,0,0,False
6676,0,0,0,False
6677,0,0,0,False
6678,0,0,3,True
6679,0,0,3,True
6680,0,0,0,False
6681,0,0,3,True
6682,0,0,0,False
6683,0,0,3,True
6684,0,0,3,True
6685,0,0,0,False
6686,0,0,0,False
6687,0,0,0,False
6688,0,0,0,False
6689,0,0,0,False
6690,0,0,3,True
6691,0,0,0,False
6692,0,0,3,True
6693,0,0,3,True
6694,0,0,0,False
6695,0,0,0,False
6696,0,0,0,False
6697,0,0,3,True
6698,0,0,0,False
6699,0,0,3,True
6700,0,0,0,False
6701,0,0,0,False
6702,0,0,0,False
6703,0,0,0,False
6704,0,0,2,True
6705,0,0,0,False
6706,0,0,3,True
6707,0,0,0,False
6708,0,0,3,True
6709,0,0,0,False
6710,0,0,0,False
6711,0,0,0,False
6712,0,0,3,True
6713,0,0,0,False
6714,0,0,3,True
6715,0,0,0,False
6716,0,0,0,False
6717,0,0,3,True
6718,0,0,0,False
6719,0,0,0,False
6720,0,0,0,False
6721,0,0,0,False
6722,0,0,3,True
6723,0,0,3,True
6724,0,0,3,True
6725,0,0,0,False
6726,0,0,0,False
6727,0,0,0,False
6728,0,0,0,False
6729,0,0,0,False
6730,0,0,3,True
6731,0,0,0,False
6732,0,0,0,False
6733,0,0,0,False
6734,0,0,3,True
6735,0,0,0,False
6736,0,0,0,False
6737,0,0,0,False
6738,0,0,0,False
6739,0,0,0,False
6740,0,0,0,False
6741,0,0,3,True
6742,0,0,3,True
6743,0,0,3,True
6744,0,0,0,False
6745,0,0,0,False
6746,0,0,0,False
6747,0,0,3,True
6748,0,0,0,False
6749,0,0,0,False
6750,0,0,3,True
6751,0,0,3,True
6752,0,0,3,True
6753,0,0,3,True
6754,0,0,3,True
6755,0,0,0,False
6756,0,0,0,False
6757,0,0,0,False
6758,0,0,0,False
6759,0,0,0,False
6760,0,0,3,True
6761,0,0,3,True
6762,0,0,3,True
6763,0,0,0,False
6764,0,0,0,False
6765,0,0,0,False
6766,0,0,3,True
6767,0,0,0,False
6768,0,0,0,False
6769,0,0,3,True
6770,0,0,0,False
6771,0,0,0,False
6772,0,0,0,False
6773,0,0,0,False
6774,0,0,3,True
6775,0,0,0,False
6776,0,0,3,True
6777,0,0,3,True
6778,0,0,3,True
6779,0,0,3,True
6780,0,0,3,True
6781,0,0,3,True
6782,0,0,3,True
6783,0,0,0,False
6784,0,0,0,False
6785,0,0,0,False
6786,0,0,0,False
6787,0,0,3,True
6788,0,0,0,False
6789,0,0,3,True
6790,0,0,0,False
6791,0,0,3,True
6792,0,0,0,False
6793,0,0,3,True
6794,0,0,0,False
6795,0,0,0,False
6796,0,0,0,False
6797,0,0,0,False
6798,0,0,3,True
6799,0,0,0,False
6800,0,0,0,False
6801,0,0,3,True
6802,0,0,0,False
6803,0,0,0,False
6804,0,0,0,False
6805,0,1,3,False
6806,0,0,0,False
6807,0,0,3,True
6808,0,0,0,False
6809,0,0,0,False
6810,0,0,3,True
6811,0,0,0,False
6812,0,0,0,False
6813,0,0,0,False
6814,0,0,0,False
6815,0,0,0,False
6816,0,0,3,True
6817,0,0,0,False
6818,0,0,0,False
6819,0,0,1,True
6820,0,0,3,True
6821,0,0,0,False
6822,0,0,0,False
6823,0,0,0,False
6824,0,0,0,False
6825,0,0,0,False
6826,0,0,0,False
6827,0,0,3,True
6828,0,0,0,False
6829,0,0,0,False
6830,0,0,0,False
6831,0,0,0,False
6832,0,0,3,True
6833,0,0,0,False
6834,0,0,3,True
6835,0,0,0,False
6836,0,0,0,False
6837,0,0,0,False
6838,0,0,0,False
6839,0,0,0,False
6840,0,0,3,True
6841,0,0,3,True
6842,0,0,0,False
6843,0,0,0,False
6844,0,0,0,False
6845,0,0,0,False
6846,0,0,0,False
6847,0,0,0,False
6848,0,0,0,False
6849,0,0,3,True
6850,0,0,0,False
6851,0,0,0,False
6852,0,0,3,True
6853,0,0,0,False
6854,0,0,3,True
6855,0,0,0,False
6856,0,0,3,True
6857,0,0,3,True
6858,0,0,3,True
6859,0,0,0,False
6860,0,0,3,True
6861,0,0,0,False
6862,0,0,0,False
6863,0,0,3,True
6864,0,0,3,True
6865,0,0,0,False
6866,0,0,0,False
6867,0,0,0,False
6868,0,0,0,False
6869,0,0,0,False
6870,0,0,3,True
6871,0,0,0,False
6872,0,0,0,False
6873,0,0,3,True
6874,0,0,3,True
6875,0,0,0,False
6876,0,0,3,True
6877,0,0,3,True
6878,0,0,0,False
6879,0,0,0,False
6880,0,0,0,False
6881,0,0,3,True
6882,0,0,0,False
6883,0,0,0,False
6884,0,0,3,True
6885,0,0,0,False
6886,0,0,0,False
6887,0,0,3,True
6888,0,0,0,False
6889,0,0,0,False
6890,0,0,3,True
6891,0,0,3,True
6892,0,0,0,False
6893,0,0,0,False
6894,0,0,0,False
6895,0,0,0,False
6896,0,0,3,True
6897,0,0,3,True
6898,0,0,0,False
6899,0,0,3,True
6900,0,0,0,False
6901,0,0,0,False
6902,0,0,0,False
6903,0,0,0,False
6904,0,0,3,True
6905,0,0,0,False
6906,0,0,3,True
6907,0,0,0,False
6908,0,0,3,True
6909,0,0,0,False
6910,0,0,0,False
6911,0,0,0,False
6912,0,0,0,False
6913,0,0,0,False
6914,0,0,3,True
6915,0,0,3,True
6916,0,0,3,True
6917,0,0,0,False
6918,0,0,0,False
6919,0,0,0,False
6920,0,0,0,False
6921,0,0,0,False
6922,0,0,0,False
6923,0,0,0,False
6924,0,0,0,False
6925,0,0,0,False
6926,0,0,3,True
6927,0,0,0,False
6928,0,0,0,False
6929,0,0,3,True
6930,0,0,0,False
6931,0,0,0,False
6932,0,0,0,False
6933,0,0,0,False
6934,0,0,0,False
6935,0,0,0,False
6936,0,0,0,False
6937,0,0,0,False
6938,0,0,3,True
6939,0,0,0,False
6940,0,0,0,False
6941,0,0,3,True
6942,0,0,0,False
6943,0,0,0,False
6944,0,0,3,True
6945,0,0,3,True
6946,0,0,0,False
6947,0,0,3,True
6948,0,0,3,True
6949,0,0,0,False
6950,0,0,3,True
6951,0,0,3,True
6952,0,0,0,False
6953,0,0,0,False
6954,0,0,0,False
6955,0,0,0,False
6956,0,0,1,True
6957,0,0,1,True
6958,0,0,0,False
6959,0,0,0,False
6960,0,0,0,False
6961,0,0,0,False
6962,0,0,0,False
6963,0,0,0,False
6964,0,0,3,True
6965,0,0,0,False
6966,0,0,0,False
6967,0,0,0,False
6968,0,0,0,False
6969,0,0,3,True
6970,0,0,3,True
6971,0,0,0,False
6972,0,0,3,True
6973,0,0,3,True
6974,0,0,0,False
6975,0,0,3,True
6976,0,0,3,True
6977,0,0,0,False
6978,0,0,3,True
6979,0,0,3,True
6980,0,0,0,False
6981,0,1,0,False
6982,0,0,3,True
6983,0,0,0,False
6984,0,0,0,False
6985,0,0,0,False
6986,0,0,0,False
6987,0,0,3,True
6988,0,0,0,False
6989,0,0,3,True
6990,0,0,3,True
6991,0,0,0,False
6992,0,0,3,True
6993,0,0,0,False
6994,0,0,3,True
6995,0,0,3,True
6996,0,0,0,False
6997,0,0,3,True
6998,0,0,0,False
6999,0,0,0,False
7000,0,0,0,False
7001,0,0,3,True
7002,0,0,0,False
7003,0,0,0,False
7004,0,0,0,False
7005,0,0,3,True
7006,0,0,3,True
7007,0,0,3,True
7008,0,0,0,False
7009,0,0,0,False
7010,0,0,0,False
7011,0,0,1,True
7012,0,0,0,False
7013,0,0,0,False
7014,0,0,3,True
7015,0,0,3,True
7016,0,0,3,True
7017,0,0,0,False
7018,0,0,3,True
7019,0,0,0,False
7020,0,0,0,False
7021,0,0,0,False
7022,0,0,3,True
7023,0,0,3,True
7024,0,0,3,True
7025,0,0,0,False
7026,0,0,3,True
7027,0,0,3,True
7028,0,0,3,True
7029,0,3,3,False
7030,0,0,0,False
7031,0,0,3,True
7032,0,0,3,True
7033,0,0,0,False
7034,0,0,0,False
7035,0,0,3,True
7036,0,0,0,False
7037,0,0,3,True
7038,0,0,0,False
7039,0,0,0,False
7040,0,0,3,True
7041,0,0,0,False
7042,0,0,3,True
7043,0,0,0,False
7044,0,0,3,True
7045,0,0,0,False
7046,0,0,0,False
7047,0,0,3,True
7048,0,0,3,True
7049,0,0,0,False
7050,0,0,2,True
7051,0,0,3,True
7052,0,0,3,True
7053,0,0,0,False
7054,0,0,0,False
7055,0,0,3,True
7056,0,0,3,True
7057,0,0,3,True
7058,0,0,0,False
7059,0,0,3,True
7060,0,0,3,True
7061,0,0,3,True
7062,0,0,0,False
7063,0,0,3,True
7064,0,0,3,True
7065,0,0,3,True
7066,0,0,2,True
7067,0,0,0,False
7068,0,0,3,True
7069,0,0,0,False
7070,0,0,3,True
7071,0,0,0,False
7072,0,0,3,True
7073,0,0,0,False
7074,0,0,2,True
7075,0,0,3,True
7076,0,0,0,False
7077,0,0,0,False
7078,0,0,0,False
7079,0,0,0,False
7080,0,0,0,False
7081,0,0,0,False
7082,0,0,0,False
7083,0,0,0,False
7084,0,0,0,False
7085,0,0,0,False
7086,0,0,0,False
7087,0,0,3,True
7088,0,0,3,True
7089,0,0,3,True
7090,0,0,0,False
7091,0,0,0,False
7092,0,0,3,True
7093,0,0,0,False
7094,0,0,3,True
7095,0,0,3,True
7096,0,0,0,False
7097,0,0,3,True
7098,0,0,3,True
7099,0,0,0,False
7100,0,0,0,False
7101,0,0,0,False
7102,0,0,0,False
7103,0,0,0,False
7104,0,0,0,False
7105,0,0,0,False
7106,0,0,0,False
7107,0,0,0,False
7108,0,0,0,False
7109,0,0,0,False
7110,0,0,0,False
7111,0,0,0,False
7112,0,0,3,True
7113,0,0,0,False
7114,0,0,3,True
7115,0,0,3,True
7116,0,0,0,False
7117,0,0,0,False
7118,0,0,0,False
7119,0,0,0,False
7120,0,0,0,False
7121,0,0,3,True
7122,0,0,0,False
7123,0,0,0,False
7124,0,0,3,True
7125,0,0,0,False
7126,0,0,0,False
7127,0,0,0,False
7128,0,0,0,False
7129,0,0,3,True
7130,0,0,0,False
7131,0,0,3,True
7132,0,0,3,True
7133,0,0,0,False
7134,0,0,3,True
7135,0,0,0,False
7136,0,1,3,False
7137,0,0,0,False
7138,0,0,0,False
7139,0,0,3,True
7140,0,0,0,False
7141,0,0,0,False
7142,0,0,0,False
7143,0,0,3,True
7144,0,0,3,True
7145,0,0,3,True
7146,0,0,3,True
7147,0,0,3,True
7148,0,0,3,True
7149,0,0,0,False
7150,0,0,0,False
7151,0,0,2,True
7152,0,0,0,False
7153,0,0,0,False
7154,0,0,3,True
7155,0,0,0,False
7156,0,0,3,True
7157,0,0,0,False
7158,0,0,0,False
7159,0,0,3,True
7160,0,0,0,False
7161,0,0,3,True
7162,0,0,3,True
7163,0,0,3,True
7164,0,0,0,False
7165,0,0,0,False
7166,0,0,3,True
7167,0,0,0,False
7168,0,0,0,False
7169,0,0,0,False
7170,0,0,3,True
7171,0,0,0,False
7172,0,0,3,True
7173,0,0,0,False
7174,0,0,0,False
7175,0,0,2,True
7176,0,0,1,True
7177,0,0,0,False
7178,0,0,0,False
7179,0,0,3,True
7180,0,0,3,True
7181,0,0,0,False
7182,0,0,0,False
7183,0,0,3,True
7184,0,0,0,False
7185,0,0,0,False
7186,0,0,3,True
7187,0,0,3,True
7188,0,0,3,True
7189,0,0,3,True
7190,0,0,0,False
7191,0,0,0,False
7192,0,0,0,False
7193,0,0,3,True
7194,0,0,3,True
7195,0,0,2,True
7196,0,0,3,True
7197,0,0,0,False
7198,0,0,0,False
7199,0,0,3,True
7200,0,0,3,True
7201,0,0,3,True
7202,0,0,0,False
7203,0,0,0,False
7204,0,0,0,False
7205,0,0,3,True
7206,0,0,0,False
7207,0,0,0,False
7208,0,0,0,False
7209,0,0,3,True
7210,0,0,0,False
7211,0,0,3,True
7212,0,0,0,False
7213,0,0,0,False
7214,0,0,3,True
7215,0,0,0,False
7216,0,0,3,True
7217,0,0,0,False
7218,0,0,0,False
7219,0,0,0,False
7220,0,0,0,False
7221,0,0,0,False
7222,0,0,0,False
7223,0,0,0,False
7224,0,0,3,True
7225,0,0,2,True
7226,0,0,0,False
7227,0,0,3,True
7228,0,0,3,True
7229,0,0,0,False
7230,0,0,0,False
7231,0,0,0,False
7232,0,0,3,True
7233,0,0,3,True
7234,0,0,3,True
7235,0,0,0,False
7236,0,0,0,False
7237,0,0,3,True
7238,0,0,0,False
7239,0,0,3,True
7240,0,0,0,False
7241,0,0,0,False
7242,0,0,3,True
7243,0,0,3,True
7244,0,0,3,True
7245,0,0,3,True
7246,0,0,0,False
7247,0,0,3,True
7248,0,0,0,False
7249,0,0,3,True
7250,0,0,3,True
7251,0,0,0,False
7252,0,0,0,False
7253,0,0,3,True
7254,0,0,2,True
7255,0,0,0,False
7256,0,0,3,True
7257,0,0,0,False
7258,0,0,0,False
7259,0,0,3,True
7260,0,0,0,False
7261,0,0,0,False
7262,0,0,0,False
7263,0,0,3,True
7264,0,0,3,True
7265,0,0,0,False
7266,0,0,3,True
7267,0,0,0,False
7268,0,0,3,True
7269,0,0,0,False
7270,0,0,0,False
7271,0,0,0,False
7272,0,0,3,True
7273,0,0,3,True
7274,0,0,0,False
7275,0,0,3,True
7276,0,0,0,False
7277,0,0,0,False
7278,0,0,0,False
7279,0,0,3,True
7280,0,0,0,False
7281,0,0,3,True
7282,0,0,0,False
7283,0,0,0,False
7284,0,0,0,False
7285,0,0,3,True
7286,0,0,3,True
7287,0,0,0,False
7288,0,0,0,False
7289,0,0,3,True
7290,0,0,0,False
7291,0,0,0,False
7292,0,0,0,False
7293,0,0,0,False
7294,0,0,3,True
7295,0,0,0,False
7296,0,0,0,False
7297,0,0,0,False
7298,0,0,0,False
7299,0,0,0,False
7300,0,0,0,False
7301,0,0,3,True
7302,0,0,0,False
7303,0,0,3,True
7304,0,0,2,True
7305,0,0,0,False
7306,0,0,0,False
7307,0,0,0,False
7308,0,0,3,True
7309,0,0,0,False
7310,0,0,3,True
7311,0,0,0,False
7312,0,0,0,False
7313,0,0,0,False
7314,0,0,3,True
7315,0,0,3,True
7316,0,0,3,True
7317,0,0,0,False
7318,0,0,0,False
7319,0,0,3,True
7320,0,0,2,True
7321,0,0,0,False
7322,0,0,0,False
7323,0,0,0,False
7324,0,0,3,True
7325,0,0,0,False
7326,0,0,0,False
7327,0,0,0,False
7328,0,0,3,True
7329,0,0,3,True
7330,0,0,0,False
7331,0,0,0,False
7332,0,0,0,False
7333,0,0,0,False
7334,0,0,3,True
7335,0,0,3,True
7336,0,0,0,False
7337,0,0,3,True
7338,0,0,2,True
7339,0,0,0,False
7340,0,0,3,True
7341,0,0,0,False
7342,0,0,3,True
7343,0,0,0,False
7344,0,0,0,False
7345,0,0,3,True
7346,0,0,3,True
7347,0,0,3,True
7348,0,0,0,False
7349,0,0,3,True
7350,0,0,0,False
7351,0,0,0,False
7352,0,3,3,False
7353,0,0,3,True
7354,0,0,0,False
7355,0,0,0,False
7356,0,0,0,False
7357,0,0,0,False
7358,0,0,3,True
7359,0,0,0,False
7360,0,0,0,False
7361,0,0,0,False
7362,0,0,0,False
7363,0,0,0,False
7364,0,0,0,False
7365,0,0,0,False
7366,0,0,3,True
7367,0,0,0,False
7368,0,0,3,True
7369,0,0,3,True
7370,0,0,0,False
7371,0,0,3,True
7372,0,0,0,False
7373,0,0,3,True
7374,0,0,2,True
7375,0,0,0,False
7376,0,0,0,False
7377,0,0,3,True
7378,0,0,3,True
7379,0,0,3,True
7380,0,0,0,False
7381,0,0,0,False
7382,0,0,0,False
7383,0,0,0,False
7384,0,0,3,True
7385,0,0,0,False
7386,0,0,3,True
7387,0,0,3,True
7388,0,0,0,False
7389,0,0,3,True
7390,0,0,0,False
7391,0,0,0,False
7392,0,0,0,False
7393,0,0,3,True
7394,0,0,0,False
7395,0,0,0,False
7396,0,0,0,False
7397,0,0,3,True
7398,0,0,3,True
7399,0,0,0,False
7400,0,0,3,True
7401,0,0,3,True
7402,0,0,3,True
7403,0,0,0,False
7404,0,0,3,True
7405,0,0,0,False
7406,0,0,3,True
7407,0,0,0,False
7408,0,0,3,True
7409,0,0,0,False
7410,0,0,0,False
7411,0,0,0,False
7412,0,0,0,False
7413,0,0,0,False
7414,0,0,0,False
7415,0,0,3,True
7416,0,0,3,True
7417,0,0,0,False
7418,0,0,0,False
7419,0,0,3,True
7420,0,0,3,True
7421,0,0,3,True
7422,0,0,3,True
7423,0,0,0,False
7424,0,0,3,True
7425,0,0,3,True
7426,0,0,0,False
7427,0,0,3,True
7428,0,0,3,True
7429,0,0,3,True
7430,0,0,0,False
7431,0,0,3,True
7432,0,0,3,True
7433,0,0,3,True
7434,0,0,0,False
7435,0,0,0,False
7436,0,0,3,True
7437,0,0,3,True
7438,0,0,3,True
7439,0,0,0,False
7440,0,0,3,True
7441,0,0,3,True
7442,0,0,0,False
7443,0,0,0,False
7444,0,0,0,False
7445,0,0,0,False
7446,0,0,3,True
7447,0,0,0,False
7448,0,0,0,False
7449,0,0,0,False
7450,0,0,0,False
7451,0,0,3,True
7452,0,0,0,False
7453,0,0,3,True
7454,0,0,3,True
7455,0,0,0,False
7456,0,0,0,False
7457,0,0,0,False
7458,0,0,3,True
7459,0,0,0,False
7460,0,0,0,False
7461,0,0,0,False
7462,0,0,0,False
7463,0,0,3,True
7464,0,0,0,False
7465,0,0,3,True
7466,0,0,3,True
7467,0,0,0,False
7468,0,0,3,True
7469,0,0,3,True
7470,0,0,0,False
7471,0,0,3,True
7472,0,0,3,True
7473,0,0,0,False
7474,0,0,3,True
7475,0,0,0,False
7476,0,0,0,False
7477,0,0,0,False
7478,0,0,3,True
7479,0,0,3,True
7480,0,0,0,False
7481,0,0,3,True
7482,0,0,0,False
7483,0,0,3,True
7484,0,0,0,False
7485,0,0,3,True
7486,0,0,0,False
7487,0,0,0,False
7488,0,0,3,True
7489,0,0,3,True
7490,0,0,0,False
7491,0,0,3,True
7492,0,0,3,True
7493,0,0,0,False
7494,0,0,3,True
7495,0,0,3,True
7496,0,0,0,False
7497,0,0,3,True
7498,0,0,3,True
7499,0,0,0,False
7500,0,0,3,True
7501,0,0,0,False
7502,0,0,3,True
7503,0,0,3,True
7504,0,0,3,True
7505,0,0,3,True
7506,0,0,0,False
7507,0,0,3,True
7508,0,0,0,False
7509,0,0,3,True
7510,0,0,0,False
7511,0,0,0,False
7512,0,0,1,True
7513,0,0,3,True
7514,0,0,2,True
7515,0,0,0,False
7516,0,0,0,False
7517,0,0,0,False
7518,0,0,0,False
7519,0,0,0,False
7520,0,0,0,False
7521,0,0,0,False
7522,0,0,0,False
7523,0,0,0,False
7524,0,0,3,True
7525,0,0,0,False
7526,0,0,0,False
7527,0,0,0,False
7528,0,0,0,False
7529,0,0,3,True
7530,0,0,0,False
7531,0,0,0,False
7532,0,0,0,False
7533,0,0,3,True
7534,0,0,0,False
7535,0,0,3,True
7536,0,0,3,True
7537,0,0,0,False
7538,0,0,0,False
7539,0,0,0,False
7540,0,0,3,True
7541,0,0,3,True
7542,0,0,0,False
7543,0,0,0,False
7544,0,0,0,False
7545,0,0,0,False
7546,0,0,0,False
7547,0,0,0,False
7548,0,0,0,False
7549,0,0,0,False
7550,0,0,3,True
7551,0,0,0,False
7552,0,0,0,False
7553,0,0,0,False
7554,0,0,0,False
7555,0,0,0,False
7556,0,0,0,False
7557,0,0,3,True
7558,0,0,3,True
7559,0,0,3,True
7560,0,0,3,True
7561,0,0,0,False
7562,0,0,3,True
7563,0,0,0,False
7564,0,0,0,False
7565,0,0,0,False
7566,0,0,3,True
7567,0,0,3,True
7568,0,0,0,False
7569,0,0,3,True
7570,0,0,3,True
7571,0,0,3,True
7572,0,0,3,True
7573,0,0,0,False
7574,0,0,0,False
7575,0,0,3,True
7576,0,0,3,True
7577,0,0,0,False
7578,0,0,0,False
7579,0,0,2,True
7580,0,0,3,True
7581,0,0,3,True
7582,0,0,3,True
7583,0,0,0,False
7584,0,0,0,False
7585,0,0,0,False
7586,0,0,0,False
7587,0,0,0,False
7588,0,0,3,True
7589,0,0,0,False
7590,0,0,3,True
7591,0,0,3,True
7592,0,0,0,False
7593,0,0,3,True
7594,0,0,3,True
7595,0,0,0,False
7596,0,0,3,True
7597,0,0,0,False
7598,0,0,0,False
7599,0,0,3,True
7600,0,0,3,True
7601,0,0,0,False
7602,0,0,3,True
7603,0,0,0,False
7604,0,0,3,True
7605,0,0,3,True
7606,0,0,0,False
7607,0,0,0,False
7608,0,0,0,False
7609,0,0,0,False
7610,0,0,3,True
7611,0,0,0,False
7612,0,0,0,False
7613,0,0,3,True
7614,0,0,3,True
7615,0,0,3,True
7616,0,0,0,False
7617,0,0,0,False
7618,0,0,3,True
7619,0,0,0,False
7620,0,0,3,True
7621,0,0,3,True
7622,0,0,3,True
7623,0,0,0,False
7624,0,0,3,True
7625,0,0,3,True
7626,0,0,0,False
7627,0,0,0,False
7628,0,0,3,True
7629,0,0,0,False
7630,0,0,3,True
7631,0,0,3,True
7632,0,0,0,False
7633,0,0,3,True
7634,0,0,3,True
7635,0,0,0,False
7636,0,0,0,False
7637,0,0,3,True
7638,0,0,3,True
7639,0,0,3,True
7640,0,0,0,False
7641,0,0,0,False
7642,0,0,0,False
7643,0,0,3,True
7644,0,0,0,False
7645,0,0,3,True
7646,0,0,0,False
7647,0,0,2,True
7648,0,0,3,True
7649,0,0,3,True
7650,0,0,3,True
7651,0,0,3,True
7652,0,0,0,False
7653,0,0,0,False
7654,0,0,3,True
7655,0,0,0,False
7656,0,0,0,False
7657,0,0,3,True
7658,0,0,3,True
7659,0,0,3,True
7660,0,0,0,False
7661,0,0,3,True
7662,0,0,2,True
7663,0,0,3,True
7664,0,0,0,False
7665,0,0,3,True
7666,0,0,3,True
7667,0,0,0,False
7668,0,0,3,True
7669,0,0,3,True
7670,0,0,0,False
7671,0,0,3,True
7672,0,0,3,True
7673,0,0,3,True
7674,0,0,3,True
7675,0,0,0,False
7676,0,0,0,False
7677,0,0,0,False
7678,0,0,0,False
7679,0,0,0,False
7680,0,0,0,False
7681,0,0,3,True
7682,0,0,3,True
7683,0,0,0,False
7684,0,0,3,True
7685,0,0,3,True
7686,0,0,0,False
7687,0,0,0,False
7688,0,0,3,True
7689,0,0,3,True
7690,0,0,3,True
7691,0,0,3,True
7692,0,0,3,True
7693,0,0,0,False
7694,0,0,0,False
7695,0,0,0,False
